"Dans l'exercice du 'passager clandestin', pourquoi le profil où tout le monde contribue le maximum n'est-il pas un équilibre de Nash ?","Parce que chaque joueur a individuellement intérêt à ne pas contribuer (0), profitant des contributions des autres. C'est un dilemme du prisonnier généralisé."
"Dans le jeu du jugement majoritaire avec la médiane comme fonction d'agrégation, pourquoi est-il dominant pour chaque juge de voter pour son avis sincère ($s_i = a_i$) ?","Voter sincèrement garantit que la note finale sera la plus proche possible de son avis personnel, quelles que soient les notes des autres juges."
Vrai ou Faux : Tout jeu sous forme extensive admet un équilibre de Nash en stratégies mixtes.,"Vrai, car tout jeu sous forme extensive peut être représenté sous forme normale, et le théorème de Nash garantit alors l'existence d'un équilibre mixte."
Quel est le problème de la 'menace non crédible' que le concept d'équilibre sous-jeu parfait cherche à résoudre ?,"Un joueur peut menacer de prendre une action qui lui serait préjudiciable si elle devait être exécutée, et cette menace peut influencer les autres dans un NE, mais elle n'est pas rationnelle dans le sous-jeu concerné."
Définition : Jeu à mémoire parfaite,"Un jeu où aucun joueur n'oublie les informations qu'il a acquises précédemment, y compris ses propres actions passées."
Quelle est la conséquence du théorème de Kuhn pour les jeux à mémoire parfaite ?,"Toute stratégie mixte est équivalente à une stratégie de comportement, et vice-versa."
"Dans un jeu symétrique, qu'est-ce qu'une Stratégie Évolutionnairement Stable (SES) ?","Une stratégie qui, si adoptée par une population, ne peut être envahie par une petite proportion de mutants jouant une autre stratégie."
Comment l'argument d'apprentissage justifie-t-il l'atteinte d'un équilibre de Nash ?,"Il postule que les joueurs, en jouant de manière répétée et en observant les actions passées, finissent par anticiper correctement les stratégies des autres et convergent vers une meilleure réponse."
"Dans le duopole de Bertrand, le résultat de l'équilibre (prix = coût marginal) est paradoxal car il suffit de _____ concurrents pour obtenir le même résultat que la concurrence pure et parfaite.",deux
"Dans l'exercice sur le jeu à somme nulle de l'examen, pourquoi la stratégie A2 n'est-elle pas strictement dominée par une stratégie mixte ?",Parce que les conditions pour qu'une stratégie mixte $\sigma_2 = qB_2 + (1-q)C_2$ domine A2 sont incompatibles ($q > 1/4$ et $q < 1/4$ simultanément).
Une stratégie optimale dans un jeu à somme nulle peut-elle mettre du poids sur une stratégie strictement dominée ?,"Non, car mettre ce poids sur la stratégie dominante augmenterait le paiement garanti, contredisant le caractère optimal de la stratégie initiale."
"Dans le jeu d'entrée, l'équilibre de Nash $(n, c)$ ('ne pas entrer', 'combattre') repose sur une menace non crédible. Pourquoi ?","Parce que si l'entrant choisit d'entrer ('e'), le monopole a intérêt à s'accommoder ('a') plutôt qu'à combattre ('c'), car son paiement est plus élevé (1 > -1)."
"Qu'est-ce que l'ensemble des paiements réalisables, noté $Co(g)$ ?",C'est l'enveloppe convexe de tous les profils de paiements possibles du jeu de base.
Comment calcule-t-on le paiement de punition $v_i$ du joueur i ?,"C'est le gain minmax du joueur i, c'est-à-dire le paiement le plus bas que les autres joueurs peuvent lui imposer, en supposant qu'il répondra de manière optimale. Formellement : $v_i = \min_{x_{-i}} \max_{x_i} g_i(x_i, x_{-i})$."
